0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0.007969792,-0.0012330988,0.010687092,0.0071400926,0.008638688,0.0048798923,-0.010080009,0.0014070437,0.015145418,0.013667916,-0.0142753385,-0.010474182,-0.011508087,0.0070616337,0.009930454,-0.008952467,0.00018289042,0.0106466105,0.007274802,0.001319868,0.00282327,0.00026125825,-0.0063263965,0.0020318688,0.005902466,0.011665944,0.004258961,0.0081597725,-0.010622403,-0.0012012882,-0.015332869,-0.007916019
0.008106913,0.12669708,0.066699065,-0.06002679,0.12262471,-0.23289031,-0.09935624,-0.13355768,0.13126427,-0.21369492,-0.01930456,-0.16342764,-0.14476298,-0.09568949,-0.26675123,0.051014114,-0.08669083,0.30659175,0.01575309,0.24380057,0.3304024,-0.030470936,-0.34904513,-0.07284249,0.12508292,-0.24645631,-0.16073264,-0.14053018,0.07827604,-0.247604,0.16416486,-0.11887705
-0.005321469,-0.2181357,-0.036479715,-0.0072950935,-0.05310869,-0.10466916,0.06763583,0.013413643,-0.14034365,0.025557047,-0.314414,0.03768145,-0.04098779,-0.12036331,0.12863189,-0.10633891,0.11879384,-0.02217864,-0.03925702,-0.04961074,-0.12652622,0.068447605,-0.009471422,0.014663983,0.07004856,0.2313277,0.010439792,0.051235236,0.08079884,0.043137696,-0.10006857,0.06857096
0.1624097,-0.0559888,0.125108,0.07093981,0.044806506,0.08236341,-0.018904557,0.051585194,0.105521075,-0.04360886,0.13796638,0.026679689,-0.22272676,0.099756636,0.057114676,0.04456444,-0.05837114,0.05085261,0.07048291,0.12244444,0.055077545,0.04800316,-0.17969166,-0.003358111,-0.10511152,-0.20236932,-0.0986896,0.09328877,-0.13130805,-0.05807441,0.00802067,-0.13434376
0.10534018,-0.20173134,0.1850252,-0.05281289,-0.2235414,0.24720128,-0.050848834,-0.21621865,0.06533351,-0.10913103,0.101496756,-0.12085272,-0.13716266,0.14466736,0.096431985,0.13117649,-0.20590599,0.029402483,0.14224271,0.08908924,-0.027214905,-0.16252038,0.121487886,-0.17811552,-0.23371156,-0.08804264,0.03294669,-0.24243757,-0.0964604,-0.114761956,0.054394778,-0.06639782
-0.145262,0.17195272,-0.1537196,-0.095987484,0.010583047,-0.0150461495,0.010081376,0.081291705,0.10639553,0.015259186,-0.09797681,-0.0404031,0.18805099,0.10452403,-0.06885611,-0.016456353,0.0006821713,0.025877906,-0.11621388,-0.064298496,0.024781108,0.007420972,0.04033209,0.0739516,-0.050429657,0.16186967,0.05103892,0.07202709,0.10270421,0.040842447,0.011651425,0.11593358
0.01875158,-0.045928173,0.012254632,0.021066591,-0.006290519,0.0033972848,0.016143516,-0.004704768,-0.037992734,0.006669274,0.007570079,0.016009469,-0.042153094,-0.02558371,0.024396501,-0.0061692954,-0.00049721875,-0.00048827764,0.004727868,-0.010608562,-0.028002419,-0.007399897,0.010651144,0.0013059583,0.02022477,-0.002088508,0.02045893,0.005009562,-0.017887678,0.0080821365,0.005600511,0.007284923
-0.014775518,-0.013586898,-0.0011271064,0.012787699,0.0012093902,-6.8356814e-05,-0.012328529,0.0048992117,0.010065382,-0.0037367481,0.008612578,0.014514403,-0.009256986,0.00072902616,-0.006651714,0.009151391,0.0024247102,0.0042055584,0.009309503,-0.003250813,0.0129711265,0.0010321172,-0.01068855,0.00612164,0.009164107,-0.0057260045,0.011161474,0.012691546,-0.0069714985,0.015109534,-0.011227384,-0.0093116965
-0.03756437,-0.030629229,0.008597305,-0.04248293,-0.049773037,-0.05501096,-0.021136696,-0.025934653,0.06262104,-0.10934287,-0.10203906,-0.10965135,-0.055212725,-0.018135639,-0.061169315,-0.018339096,-0.033070616,0.1099643,-0.029542238,0.066691905,0.07114338,-0.059755843,-0.11635683,-0.06808474,-0.02688263,0.043518268,-0.11273142,-0.06156898,0.043454956,-0.07960336,0.040273525,-0.017239127
0.08943553,-0.16186553,0.04185076,0.0007103734,0.057351027,-0.16342391,0.084509216,-0.066863075,0.050843768,-0.04031973,-0.22892798,-0.14456315,-0.18130857,-0.15354137,0.008562421,-0.106598474,0.04402361,0.08950218,-0.08036823,0.09345612,-0.06794998,-0.11466657,-0.2356134,0.0047506504,0.12538095,-0.037261605,-0.020528527,-0.053899627,0.084434375,-0.023980834,-0.055604197,-0.006246812
-0.098718576,0.15584177,-0.06747576,-0.082468025,-0.0655081,0.072966896,-0.0735581,0.042775966,0.13371183,-0.0026308119,-0.013456994,-0.01603981,0.154379,0.15431644,-0.04224751,0.06731501,-0.041545115,0.03917343,-0.048471533,-0.0025773929,0.076618865,0.061140705,0.03353582,0.020271366,-0.13401954,0.06632488,-0.0060813003,0.029305106,0.015272449,-0.0118294265,0.06928755,0.017417848
-0.11868503,0.1675667,-0.13154824,0.12006369,0.03091592,0.060940288,0.029341705,0.07790952,0.025530016,0.068129264,0.02040471,0.10580858,0.14894058,0.116336435,0.032249566,0.03790122,-0.03748702,-0.0935562,-0.10615121,-0.069980115,0.030866306,0.12577873,0.03483177,0.06827841,0.0029269827,0.07003371,0.04958547,0.10448688,-0.025523307,0.101909146,-0.04967011,0.11690852
0.059039176,-0.13018039,0.10519273,-0.10553234,-0.12187015,0.02185099,-0.07030302,-0.208317,0.12005331,0.03681887,-0.116897985,-0.18011601,-0.086664036,0.008164517,0.073449686,0.09378194,-0.07786732,0.057140514,0.109092444,-0.07130838,-0.04217651,0.00059910916,0.14841501,-0.07316937,-0.08127643,0.03960661,0.035108075,-0.13087521,-0.011252083,-0.0026322308,0.13996895,-0.17372522
0.06633223,-0.02590464,0.022153027,0.014479696,0.06205084,0.09206834,0.17223017,0.07276354,0.17806783,0.04930794,-0.0011468396,-0.18517904,-0.05082593,0.04537929,0.060987007,-0.048218247,-0.055388,-0.097343564,-0.032100175,-0.06902358,-0.10700708,-0.22198606,-0.033052873,0.012886655,-0.048547905,-0.09155485,0.0533354,0.065978244,0.14167508,0.0748851,-0.08622373,0.048355956
-0.017207006,-0.07396373,0.00043382426,-0.025187839,-0.056699913,-0.05176637,0.07709223,-0.10743829,0.093513675,0.017956737,-0.05897853,-0.17707185,-0.06316625,-0.026815189,0.010383597,0.010388496,-0.049807765,0.0012989697,0.0025512376,-0.055466436,-0.013724519,-0.016212208,0.0461464,-0.09875199,0.024383724,0.040672388,-0.025329899,-0.09449592,0.10899266,0.03562344,0.0013199819,-0.06187731
-0.09075822,0.084555335,-0.07136843,-0.041048735,-0.02493888,-0.01753783,-0.021284042,-0.055837415,0.01547459,-0.0026602317,0.038759407,-0.026966551,0.10699058,0.023507424,-0.070990875,0.06603923,-0.034551926,-0.018147614,-0.03444084,-0.06133864,0.053226497,-0.012935186,0.09985507,-0.03745948,-0.0007832857,0.089411154,-0.027262384,-0.031738855,0.033755757,0.010304975,0.028410008,0.011554703
0.1599348,-0.0976051,0.03804894,0.020394718,0.09616093,0.042857658,0.15234236,0.19134721,-0.019068442,-0.003952845,0.08004425,0.019933365,-0.050903894,-0.01956301,-0.004316211,-0.13610023,0.063111365,-0.012823947,-0.060226988,0.06942767,-0.110135645,-0.23543507,-0.12623541,0.06686896,0.04502313,-0.1574598,0.012473114,0.1742104,0.08874383,-0.025067536,-0.14609429,0.11863767
-0.1308853,0.09160192,-0.09468822,0.057879623,0.010841393,-0.05359938,-0.013230863,-0.0492275,-0.008835336,0.038436178,0.00018201105,0.04187525,0.10165301,0.005815115,-0.03899968,0.07460104,-0.007525435,-0.06605073,-0.056012236,-0.06267254,0.05657387,0.12742764,0.06892201,-0.0065453043,0.056414336,0.10868229,-0.057325408,0.029903304,-0.023697842,0.07902396,0.028625512,0.029498935
-0.033189423,0.039347634,-0.012602455,-0.008718339,-0.030621752,-0.010581087,-0.035994805,-0.059298765,-0.015266654,0.014407356,-0.023727082,0.017864292,0.03642925,0.021975799,-0.0054855384,0.02722673,-0.031284682,0.00061695254,-0.020174932,-0.014261762,0.020984776,0.068795264,0.050464816,-0.020415317,0.0019584412,0.04546933,0.0032086,-0.022761622,-0.00021329253,0.029926393,0.054593705,-0.020318735
-0.19172716,0.09979402,-0.13056788,0.069363885,-0.0691142,-0.13317846,-0.13675773,-0.12840147,-0.11621518,0.00036274455,-0.094239295,0.14308055,0.09106058,0.008956891,0.0029147202,0.10860897,-0.0062504183,-0.007312273,-0.04613788,-0.052411597,0.15050085,0.25215128,0.053907298,-0.080167495,0.07704583,0.1769944,-0.08764432,-0.097782604,-0.08841956,0.03665486,0.085239425,0.012777628
-0.0713052,-0.052629177,-0.019650498,0.06487937,-0.02675275,-0.0785249,-0.0138620855,-0.11765657,-0.06636229,-0.012958714,-0.14581464,-0.045063253,-0.07326875,-0.04447668,0.05874927,0.042378914,-0.043001093,0.0040114312,-0.0090284655,-0.020041637,-0.014224208,0.106553495,-0.023798684,-0.07617943,0.055836804,0.06882366,-0.009895818,-0.11733982,0.0012473383,0.031243647,0.003576145,0.014059943
-0.13762236,0.11386014,-0.101864405,0.061326083,-0.08089181,-0.04509473,-0.115982875,-0.041824132,-0.074154064,-0.023993619,-0.108134724,0.10833983,0.08440716,0.06557965,0.08100486,0.07039405,-0.024197804,0.057435,-0.0726875,0.023167267,0.08856576,0.18000983,-0.03600047,-0.024567215,-0.033784322,0.13317157,-0.01585517,-0.03279028,-0.1221313,-0.004283166,0.06876018,0.04454345
-0.1312537,0.06585645,-0.10929544,0.06494173,0.0218294,-0.124560826,0.005545453,-0.0097886175,-0.047414623,-0.010652812,-0.051905476,0.08053216,0.036435556,-0.04732605,-0.09133714,0.05440581,0.012721427,-0.026478529,-0.0700778,-0.03504132,0.08491647,0.15766115,-0.06272207,-0.0864801,0.10411942,0.10716425,-0.13088533,0.01314676,0.033415265,0.02729182,-0.025092531,0.04166307
0.0820211,-0.014821038,0.013161283,0.011608012,0.077492364,0.09210382,0.13487105,0.12809178,0.13267156,0.014541907,0.1478833,-0.09433349,-0.02979346,0.027779585,-0.04369971,-0.07178763,-0.017688895,-0.116014436,-0.011001323,-0.038351305,-0.09160453,-0.18042292,-0.014749208,0.018682824,-0.0075649577,-0.108568005,0.051581018,0.0884066,0.11936077,0.049365796,-0.119773924,0.08681914
-0.09776519,0.065621346,-0.096030325,-0.008587465,0.0040546125,-0.100197576,-0.01823998,-0.03554892,0.024105435,-0.005114602,-0.08977854,0.0096286265,0.057085898,-0.006593461,0.011190532,0.037291616,-0.013970683,0.037257373,-0.057581853,0.006901403,0.058072288,0.13137732,-0.043009315,-0.011944911,0.05389033,0.08788368,-0.048255507,-0.0024710654,0.014274699,-5.117395e-05,0.032071237,0.0026324338
-0.10237938,0.14544751,-0.10770151,0.07766576,-0.03220343,0.033642378,-0.09723073,0.04274424,-0.11302925,-0.014733716,-0.043931976,0.1534579,0.11553221,0.06603278,0.030044055,0.0347902,0.006691708,-0.033486236,-0.04519543,-0.005260902,0.064205796,0.13970353,-0.010828559,0.018270014,-0.03407312,0.09648876,-0.004835661,-0.011936625,-0.106818855,0.01142358,0.011898745,0.08747696
-0.046336632,0.075025454,-0.035883166,-0.04765633,-0.03153232,0.03445472,0.004875096,0.036033615,0.10119977,-0.031859722,0.004487469,-0.02991302,0.06825424,0.084171064,-0.041535895,-0.0037567662,-0.031477407,0.022766085,-0.052714314,-0.0021750454,0.02433731,-0.0028089404,0.0025750706,-0.0111275045,-0.08520154,0.0357777,-0.036737908,0.005672923,0.027925096,-0.006924902,0.025407596,-0.0050552553
-0.00044437483,-0.050243344,0.077312365,0.033052955,-0.20907281,0.14083675,-0.071010716,-0.20867482,-0.01863788,-0.048475128,-0.15683822,-0.17995967,-0.17118092,0.15425432,0.11542405,0.1364806,-0.1399893,0.12771483,0.025793778,0.06560186,-0.01926585,-0.15953636,-0.09606726,-0.07909079,-0.17576274,0.012421002,0.037880857,-0.16477883,-0.10406692,-0.051061522,0.12709302,0.045788825
-0.03439651,0.030626478,-0.06818471,0.18119599,0.05281562,0.035527416,0.04509701,0.021171132,-0.1316033,0.04808647,-0.02043495,0.12764947,-0.01259678,0.011140972,0.13654387,-0.015198941,0.0065108524,-0.10406563,-0.07842313,-0.053435776,-0.045130227,0.0748985,-0.029364154,0.039377097,0.057496846,-0.025786884,0.08683769,0.0017563466,-0.099936634,0.124373704,-0.07282833,0.13696584
0.02344682,-0.01885581,0.021767734,-0.03086787,0.0041491413,0.017117063,0.0070827273,-0.0043048966,0.036806114,0.014884461,0.012605783,-0.0065416624,-0.028185036,0.018852513,0.024397772,0.007791516,0.006968751,0.015084241,0.0120458845,0.010949694,-0.00061853265,0.04696768,-0.0077242698,0.0033345409,-0.007970309,0.0062495517,-0.030505328,0.027491761,-0.0051051527,-0.0052090297,0.019930404,-0.035966896
-0.02369901,-0.08725232,0.020708458,-0.057335656,0.015179734,-0.11058805,0.010822804,-0.028465245,-0.053304695,-0.07374264,0.045701638,-0.026971282,-0.057308402,-0.108491674,-0.1176803,-0.021987189,0.017718345,0.052456316,-5.750545e-05,0.08337225,0.07668289,-0.016333705,-0.069383614,-0.082248725,0.0809438,0.028944066,-0.09751261,-0.031288642,0.061458535,-0.09194029,-0.0076171583,-0.058462046
-0.10595022,0.019657904,-0.003329238,-0.002204921,-0.07162869,-0.031117862,-0.001264337,-0.11736197,-0.06981215,-0.06716358,-0.15461291,-0.14994729,-0.010404721,-0.019770663,-0.06985475,0.034541585,-0.06828891,0.020172419,0.0012524332,-0.029406322,0.040849928,-0.064026006,0.035734687,-0.07094213,0.037651513,0.10341669,-0.07332218,-0.09778181,0.021090206,0.004872644,0.06450171,-0.036813296
0.00626336,0.022969056,0.044153016,-0.05623008,-0.108996145,0.027535604,-0.14984554,-0.13133721,-0.10256417,0.041646406,-0.06999336,0.10087926,0.031681225,0.03470964,0.06272161,0.088480234,0.0290722,0.07805058,0.09804017,-0.013730279,0.0066046547,0.14921811,0.10197171,0.029509962,-0.083323196,0.015832704,0.06784537,-0.08664782,-0.13683549,-0.029730301,0.128328,-0.1180219
0.06700505,-0.07546163,0.011994743,0.03790804,-0.04456121,-0.03458644,-0.049297582,-0.28041774,-0.18121336,0.047261428,-0.06527467,-0.012853132,-0.11134382,-0.08498069,0.19004376,0.08144977,-0.0049526324,0.07724946,-0.13976625,0.04817289,-0.06576809,0.13804795,-0.080820605,0.035417248,0.091168545,0.017173203,0.07527552,-0.13391069,-0.22099304,0.05584857,0.12084664,-0.067211404
-0.08374433,0.039807077,-0.056204297,0.02964917,-0.035734612,-0.03551459,-0.044766787,-0.08913302,-0.017595673,0.019542884,-0.05512578,0.02485813,0.056683462,0.022302428,0.017930934,0.06990982,-0.020420365,-0.004879924,-0.0025823321,-0.029560981,0.06294341,0.12855181,0.06290402,-0.027614823,0.034250334,0.08124542,-0.01757692,-0.05486861,-0.026104258,0.039937817,0.053371973,-0.04046326
-0.030636687,0.06723342,-0.19131821,0.106299974,-0.033502948,0.03504861,-0.17282844,0.07150499,-0.0060216277,0.064474225,-0.20084667,0.12370137,0.0798557,0.20022559,0.23815753,0.09538645,-0.008542494,0.15762137,-0.17724523,0.11242634,0.07630113,0.28281814,-0.20920001,0.16103992,-0.17703517,0.040850405,0.171528,0.09780582,-0.15474817,0.0025289098,0.103167444,0.10794343
-0.111610934,-0.016533246,0.04913657,-0.03483535,-0.10567147,-0.11041228,-0.03436148,-0.18381502,-0.07625844,-0.08376723,-0.12070652,-0.09110731,-0.053364504,-0.0848472,-0.104332194,0.049937516,-0.06725262,0.030503618,0.08470794,-0.026248371,0.08924872,-0.04084454,0.08354919,-0.14979647,0.07918957,0.11136683,-0.13312899,-0.15508637,0.011940803,-0.02542238,0.079965934,-0.10274417
-0.009061538,-0.023337081,-0.0035746624,0.013081334,-0.0005548598,-0.021361122,-0.0048358804,-0.048597354,-0.031915244,-0.0071422253,-0.04942698,-0.018004054,-0.046122566,-0.037504457,0.022447491,0.017794779,0.0013118053,-0.006279423,-0.0058709597,0.008579833,-0.014040162,0.0035705536,-0.0040039215,-0.015936555,0.031080604,0.00031803275,-0.019306215,-0.016341744,-0.010944748,0.011394363,0.012058859,-0.010142678
-0.10117162,0.12823617,-0.12691894,0.12161335,0.019468604,0.063754044,-0.024617411,0.069666564,0.001830532,0.103459015,-0.074204825,0.11094721,0.12740944,0.11677408,0.1219434,0.021923402,-0.015180101,-0.100326814,-0.094905116,-0.067854874,-0.01801423,0.13315332,0.042395394,0.08714629,-0.029566064,0.06367546,0.091443755,0.05197304,-0.08875625,0.1220734,0.0020797497,0.121896975
-0.060518432,0.105466716,0.0029089563,-0.18095677,-0.05395245,0.041062836,-0.06884573,0.0041096644,0.1651013,-0.07202443,0.005586597,-0.091512755,0.12652229,0.09966908,-0.12877865,0.042679712,-0.042862434,0.103108145,-0.0059948475,0.045059964,0.10873748,0.010348134,0.028064398,-0.014502831,-0.12187317,0.06271569,-0.066666216,0.05923762,0.07460992,-0.10539378,0.09452685,-0.095385246
0.13127388,-0.14314951,0.02401106,-0.08819479,0.08860158,-0.09855316,0.08251842,0.111127175,0.11325133,-0.020654684,0.0049311887,-0.10156694,-0.12093037,-0.091895245,0.032968327,-0.107843235,0.036465924,0.09914395,-0.092189535,0.12168255,-0.02204888,-0.015948761,-0.2611719,0.003958024,0.0523584,-0.12855786,-0.013739761,0.08477279,0.104330644,-0.063682355,-0.08619657,-0.04762454
0.0030316769,0.013290058,0.021153195,0.015757924,-0.000116511204,-0.008000716,-0.011672139,-0.003668438,-0.05401397,0.020390203,0.05296668,0.05750871,0.0135335345,-0.020212857,-0.036211584,-0.0077921255,0.025191117,-0.03622276,0.020877738,-0.023518372,0.008436856,-0.0036480785,0.041106425,0.017092753,0.043349855,-0.013822837,-0.004637487,0.0035513116,0.004520844,0.021615706,-0.023280615,0.0040206937
0.0016677935,9.7886455e-05,-0.009566454,0.011212643,0.005529213,0.0105592795,0.011211003,0.0077608586,-0.0018996047,0.0034544696,-0.010613223,0.0054262355,-0.010022994,0.0060607195,-0.0084497705,-0.011951117,-0.010459506,-0.0155622205,0.0068353824,0.0072622867,0.00046665137,-0.010582054,-0.013013488,-0.015026712,-0.0104450155,0.012213822,-0.008076702,-0.004553867,-0.012332535,-0.008675915,0.0006007475,0.0033671577
0.023566533,0.018184215,0.037710153,0.0033247215,0.0122773135,0.063709475,-0.019293012,0.09300732,-0.1301018,-0.026067775,0.12884857,0.13690233,0.03825209,-0.023641508,-0.06372612,-0.02239869,0.066288844,-0.035681818,0.047615804,0.020964503,0.0120723955,-0.047745712,0.059326243,0.0104745785,0.033253618,-0.053428635,-0.008644634,0.03204525,-0.064707235,-0.029565698,-0.043503422,0.008019408
-0.08621718,0.12699421,-0.051443804,-0.096527174,-0.04548169,0.05780894,-0.07073144,-0.0061176233,0.13573994,-0.016405549,0.05013914,-0.012653759,0.15608957,0.11655794,-0.08304602,0.07536664,-0.048107255,0.01747867,-0.010289174,0.008452638,0.09535626,0.07148555,0.06816078,0.0031117336,-0.096603855,0.06325902,-0.06559856,0.042513747,-0.0010227787,-0.0337195,0.09316346,-0.058202133
-0.045170914,0.059213497,-0.041297965,0.05279806,-0.031151611,0.056711756,-0.034949895,-0.019814529,0.014192643,0.008566094,-0.030892752,0.015053393,0.040942658,0.062114216,0.04527856,0.03824048,-0.022938203,-0.032387663,-0.01199167,-0.01301892,0.015657814,0.045026902,0.023670025,0.0145533215,-0.040353168,0.01227418,0.026430098,-0.015726078,-0.041564822,0.035294414,0.039773166,0.030963464
-0.04638355,0.062307876,-0.0029173968,-0.040095545,-0.049214497,0.0053299163,-0.041485224,-6.365795e-05,0.048854537,-0.03104777,0.009103113,0.0010279439,0.057364356,0.053576887,-0.035780445,0.022766516,-0.02294813,0.054954115,0.0015953718,0.02144623,0.053203925,0.032900486,-0.0077473274,-0.0233887,-0.048228744,0.026296355,-0.04903571,-0.027091846,-0.020919787,-0.051271383,0.060326125,-0.02643739
-0.09396093,0.13639335,-0.11755779,0.092867956,0.0213775,0.085568585,-0.003422721,0.055811144,-0.04200638,0.06455014,-0.050902285,0.10536272,0.11698893,0.1218509,0.092768416,0.042444523,-0.027139977,-0.08913713,-0.09972198,-0.053550087,0.0092258435,0.088605255,0.011543249,0.055900678,-0.07965947,0.07955382,0.07383138,0.04849005,-0.071031526,0.102356456,-0.019550895,0.14117509
-0.1263369,0.1180084,-0.0696136,-0.07225789,-0.045785658,0.009058694,-0.05122185,-0.03413486,0.016467517,-0.023290362,0.019564303,-0.03659893,0.18145181,0.06155508,-0.0883375,0.0629964,-0.029619522,-0.018603982,-0.04014521,-0.06272805,0.041619662,0.033392593,0.15117466,-0.007825276,-0.027745433,0.152155,-0.014766567,-0.043193463,0.06660554,3.5933255e-05,0.07263557,0.0013813397
-0.0067463033,0.02077415,-0.008447596,0.0088962875,0.0002808287,0.008328366,-0.008914506,0.013418437,0.0070401104,0.0011940404,-0.0041952175,0.008324208,0.005312481,0.016983181,0.024963621,0.02023298,-0.00833498,-0.0030948196,-0.012257017,0.013037626,0.019396618,0.03029813,0.014779801,0.0050677615,-0.008644237,0.0028846127,0.005353248,-0.00028504647,-0.0066065677,0.00061007065,0.019515308,-0.000406879
-0.09260821,-0.04269304,-0.02198559,-0.002219712,-0.01823689,-0.11957382,0.03786845,-0.06564952,0.021506054,-0.04472293,-0.070077,-0.07977166,-0.042202123,-0.07830742,-0.08905672,0.0145154605,-0.022520922,0.021097783,-0.029571977,0.012386412,0.07699674,0.06054633,-0.054631922,-0.10776723,0.0677111,0.08108265,-0.1229954,-0.037928432,0.08675246,-0.019123185,-0.013093114,-0.056048542
-0.03208672,0.030908428,-0.06990123,0.09323538,0.03744433,0.045358647,0.03187804,0.025729876,-0.03264866,0.058967933,-0.025632476,0.073500745,0.0012705345,0.02743145,0.09303989,-0.0155999,0.007131755,-0.05966027,-0.026197953,-0.040323623,-0.024174618,0.025852738,-0.012540224,0.022119151,0.03474836,0.0045477375,0.06902851,0.037111714,-0.051852174,0.066222675,-0.056942265,0.06649605
-0.008457033,-0.0009653671,-0.007232187,-0.012469013,-0.010390552,-0.011022266,0.01478315,0.008102617,0.014617051,-0.0018830462,-0.006925751,0.009321349,-0.0054293806,-0.0062690573,-0.008358904,-0.011572142,-0.007610273,-0.0045211054,0.0054371348,-0.013669387,-0.009046353,0.009656661,-0.011033317,-0.0049171713,0.011395207,-0.010783219,-0.013039032,-0.00048317134,-0.0061741807,0.001981445,0.009493582,-0.011338727
-0.07776089,-0.0043876893,0.0013777401,0.005978869,0.00839254,-0.13267,0.011944391,-0.06430767,-0.029124545,-0.013723019,0.029721435,0.0099758,0.0086640455,-0.10719473,-0.108911924,0.029308941,0.04074281,-0.02510555,0.028382543,-0.030443689,0.06422634,0.05775956,0.014838581,-0.0800267,0.14584403,0.07347817,-0.106691696,-0.03408507,0.05304943,0.007879793,-0.009871364,-0.067543805
-0.05333716,0.026638892,-0.050360646,0.04244214,0.015275851,-0.056331914,0.035759725,0.030902797,-0.021427011,-0.026519164,-0.00038928364,0.0524347,0.014231131,-0.014746738,-0.04206876,-0.009389596,-0.0004950147,-0.0037754131,-0.062402327,0.014758616,0.032523014,0.036958918,-0.060557626,-0.018202836,0.061886873,0.03973858,-0.04267054,0.009571888,0.015974578,0.0030867215,-0.041762874,0.03159164
